PM2.5,PM10,NO2,SO2,CO,O3,AQI
118.61663446573512,90.35051295867547,29.86203995491107,54.470833548294046,1.758788047022419,65.1089728388419,148.64685284347
285.7071488588757,225.9223600037761,28.462985911839983,64.14114898092704,2.4357537549699604,76.280992312503,287.7345125264253
222.27824312530748,351.71941763303516,91.09418514949849,21.53649610581492,2.304466696391461,129.63663504830524,323.25568278156794
183.6109604171406,298.24545683563326,28.70688898570308,50.740179769345914,0.5463097236119436,57.6006140483849,234.80540946857982
55.245405728306594,326.4932361873509,30.835223982219944,46.596186685212395,0.5328234622502743,131.750955873704,188.2790860710153
55.23841089749877,270.33767935007256,77.14283492970655,66.96076938948515,0.8777056664602486,22.33882033673681,200.93618384312035
26.844247528777842,283.0650945167839,47.7252850328013,72.67479071753831,1.147116706389008,118.7517812092083,187.9366826284067
261.19108227473123,342.69434759482135,78.78750291074222,2.9482281752361708,1.2845211860845995,128.6566686276631,308.0454523584511
184.32335340553055,114.87384336649066,11.209784968616598,54.573553686585825,2.071121928816701,35.45447139722742,185.5505772127195
215.34104756085318,205.9814861843934,51.31926339897151,6.043192331338863,0.26437325328092265,70.24851453210806,204.71737100062273
15.969503345782709,104.05958789144884,8.19329201741185,44.810975876033766,0.20055084225559253,33.16996845291179,74.58558749219739
291.2738571269783,395.31384303872585,10.95205432825868,24.435352865406898,1.2365406325373363,108.92457805919048,298.3733587998538
251.4083658321223,378.742549080913,91.11155806771905,25.928574762727013,2.121774707200143,84.94868752863195,346.6770824759323
71.57834209670008,34.98218832003224,18.22831025617154,29.530763269283813,0.6609624945737994,98.94526853916494,91.68090967905438
62.729240490059176,288.1185655559616,55.579964816145626,50.46081102586959,1.9603629956431299,37.50817537386956,208.399182111956
63.18730785749581,371.594360617953,44.05408224706712,28.055897322164,0.8535016000268684,39.64442068733874,187.0837744837632
98.23025045826594,88.61863114838674,37.997615994590056,59.150525946041874,2.6696497155591974,15.809625571386892,152.77558332927939
162.17936517334897,235.8191876099992,90.48416784029088,33.55313607476184,2.697500838373188,55.08945492740216,259.14310758590614
135.26405540621357,367.8855530834559,7.073222693671503,7.331549624176772,0.9621328924158468,88.3642525867145,215.52517588641317
94.45645065743216,32.89947186260356,68.06002018668096,63.13326771376036,0.7669818864933975,130.11088795962604,155.01916543745313
187.43733946949004,285.01970155379917,96.5224712502873,24.28914931823107,1.2927815189920706,103.3698426442153,268.2454296838266
50.45321958909213,132.9926228015693,58.215977428874986,35.755816608742485,0.7975415970224312,70.9554852759652,134.97193800328964
94.72194807521326,371.27055424308156,93.99813389314373,55.464622891308316,2.0499131455459403,143.4368160151793,287.4896309623319
116.24493455517059,389.00213316283975,9.964498532172257,27.93158025759954,2.495587585190028,110.69432808061646,245.6654969700852
142.26029542294043,378.8212658631049,44.785365312045336,6.413681179443818,2.051967179642529,140.223128400757,244.48011462805965
237.70102880397394,200.20140232983624,29.71499014139486,31.16584166699946,2.4906162970231134,83.86231625810319,255.49385061251175
67.90539682592433,347.5762073759391,74.42799167316933,75.66698945015567,1.251277270401675,46.24659847103955,235.28956644106933
159.12798713994738,340.92877144332675,98.22322359723843,52.05528298928754,0.5533192150556965,17.395736091061078,269.8893722403929
181.8002249699923,141.25817983243712,29.37035593220354,54.37537359604214,2.2400577474530174,111.65187920773907,203.13870037447555
23.47061968879934,334.9878801772574,67.14658714003707,51.31800798373591,1.1453760649105063,26.98241972077478,205.0970944278619
186.18800705141712,34.06290119188719,23.819275112175312,17.521386838836072,2.046685393164484,52.388517958075404,155.64376223208353
59.451995869314544,246.58255382318015,58.70637418430294,34.63004139997785,0.8848674317471203,84.54592710374564,184.31862732226548
28.86496196573106,107.40335816932716,49.073586235391936,60.573304272338824,0.33556594093935077,89.01832228916467,116.39066446842043
285.17680580346666,65.81541659536595,97.34050631499602,9.907086009146413,2.978487206914514,94.08164757819904,263.1623136089056
290.03328959162224,49.24221661909948,62.810090906164326,23.672516534997555,0.5529843729987379,33.275746248958086,183.4276466310049
244.43523095377373,284.5897348336931,38.20310534824778,23.55289046033658,2.966420882494095,63.163236675030824,272.4506492921901
98.3379930602775,149.15248623186514,15.83909956435367,35.69747635237147,2.934111804442697,96.40719179637534,185.0203874439373
38.32491306185132,295.41137318092933,19.36844872981878,78.46876179349043,2.402072501333315,145.77464104872988,227.9618623141089
208.4275776885255,44.8354095035981,26.405108345367335,7.265198641338111,2.0123265900377927,111.86835927795642,169.00771838594162
137.64422318448436,139.8103283756319,28.84183282732831,42.458677561686414,1.7756404457281456,139.1645259931541,180.25467238904812
45.39108810498586,225.00669110262814,85.8085254949081,15.990445196952415,2.6116944815957206,116.70968816398478,214.11201244667853
153.60130393226837,320.4748026388061,58.316164886839864,77.71277054196004,0.939374612696515,92.84037564493606,264.28155326404834
19.972671123413335,141.12595111418656,54.722136580564815,10.837673368742207,1.4562755162061434,36.88327167908824,94.59660351293687
273.7029166028468,257.8387230460635,15.90304282757566,33.480878184204116,1.8962309111628557,103.33599126495183,270.0520085272036
